student_name,roll_number,email,phone,major,batch,year,status
Yoon Myat Thu 4,2024-MIIT-CSE-036,yoonmyatthu4.cse2024.036@gmail.com,09768000396,CSE,2024 Batch,3rd Year,Active
Kaung Htet 4,2024-MIIT-CSE-037,kaunghtet4.cse2024.037@gmail.com,09768000397,CSE,2024 Batch,3rd Year,Active
Nandar Hlaing 4,2024-MIIT-CSE-038,nandarhlaing4.cse2024.038@gmail.com,09768000398,CSE,2024 Batch,3rd Year,Active
Min Thant 4,2024-MIIT-CSE-039,minthant4.cse2024.039@gmail.com,09768000399,CSE,2024 Batch,3rd Year,Active
May Zin Win 4,2024-MIIT-CSE-040,mayzinwin4.cse2024.040@gmail.com,09768000400,CSE,2024 Batch,3rd Year,Active
Aung Min Khant 5,2024-MIIT-CSE-041,aungminkhant5.cse2024.041@gmail.com,09768000401,CSE,2024 Batch,3rd Year,Active
Thiri Mon 5,2024-MIIT-CSE-042,thirimon5.cse2024.042@gmail.com,09768000402,CSE,2024 Batch,3rd Year,Active
Kyaw Zin Oo 5,2024-MIIT-CSE-043,kyawzinoo5.cse2024.043@gmail.com,09768000403,CSE,2024 Batch,3rd Year,Active
Su Myat Noe 5,2024-MIIT-CSE-044,sumyatnoe5.cse2024.044@gmail.com,09768000404,CSE,2024 Batch,3rd Year,Active
Htet Aung 5,2024-MIIT-CSE-045,htetaung5.cse2024.045@gmail.com,09768000405,CSE,2024 Batch,3rd Year,Active
Yoon Myat Thu 5,2024-MIIT-CSE-046,yoonmyatthu5.cse2024.046@gmail.com,09768000406,CSE,2024 Batch,3rd Year,Active
Kaung Htet 5,2024-MIIT-CSE-047,kaunghtet5.cse2024.047@gmail.com,09768000407,CSE,2024 Batch,3rd Year,Active
Nandar Hlaing 5,2024-MIIT-CSE-048,nandarhlaing5.cse2024.048@gmail.com,09768000408,CSE,2024 Batch,3rd Year,Active
Min Thant 5,2024-MIIT-CSE-049,minthant5.cse2024.049@gmail.com,09768000409,CSE,2024 Batch,3rd Year,Active
May Zin Win 5,2024-MIIT-CSE-050,mayzinwin5.cse2024.050@gmail.com,09768000410,CSE,2024 Batch,3rd Year,Active
Aung Min Khant 6,2024-MIIT-CSE-051,aungminkhant6.cse2024.051@gmail.com,09768000411,CSE,2024 Batch,3rd Year,Active
Thiri Mon 6,2024-MIIT-CSE-052,thirimon6.cse2024.052@gmail.com,09768000412,CSE,2024 Batch,3rd Year,Active
Kyaw Zin Oo 6,2024-MIIT-CSE-053,kyawzinoo6.cse2024.053@gmail.com,09768000413,CSE,2024 Batch,3rd Year,Active
Su Myat Noe 6,2024-MIIT-CSE-054,sumyatnoe6.cse2024.054@gmail.com,09768000414,CSE,2024 Batch,3rd Year,Active
Htet Aung 6,2024-MIIT-CSE-055,htetaung6.cse2024.055@gmail.com,09768000415,CSE,2024 Batch,3rd Year,Active
Yoon Myat Thu 6,2024-MIIT-CSE-056,yoonmyatthu6.cse2024.056@gmail.com,09768000416,CSE,2024 Batch,3rd Year,Active
Kaung Htet 6,2024-MIIT-CSE-057,kaunghtet6.cse2024.057@gmail.com,09768000417,CSE,2024 Batch,3rd Year,Active
Nandar Hlaing 6,2024-MIIT-CSE-058,nandarhlaing6.cse2024.058@gmail.com,09768000418,CSE,2024 Batch,3rd Year,Active
Min Thant 6,2024-MIIT-CSE-059,minthant6.cse2024.059@gmail.com,09768000419,CSE,2024 Batch,3rd Year,Active
May Zin Win 6,2024-MIIT-CSE-060,mayzinwin6.cse2024.060@gmail.com,09768000420,CSE,2024 Batch,3rd Year,Active
Aung Min Khant 1,2024-MIIT-ECE-001,aungminkhant1.ece2024.001@gmail.com,09768000421,ECE,2024 Batch,3rd Year,Active
Thiri Mon 1,2024-MIIT-ECE-002,thirimon1.ece2024.002@gmail.com,09768000422,ECE,2024 Batch,3rd Year,Active
Kyaw Zin Oo 1,2024-MIIT-ECE-003,kyawzinoo1.ece2024.003@gmail.com,09768000423,ECE,2024 Batch,3rd Year,Active
Su Myat Noe 1,2024-MIIT-ECE-004,sumyatnoe1.ece2024.004@gmail.com,09768000424,ECE,2024 Batch,3rd Year,Active
Htet Aung 1,2024-MIIT-ECE-005,htetaung1.ece2024.005@gmail.com,09768000425,ECE,2024 Batch,3rd Year,Active
Yoon Myat Thu 1,2024-MIIT-ECE-006,yoonmyatthu1.ece2024.006@gmail.com,09768000426,ECE,2024 Batch,3rd Year,Active
Kaung Htet 1,2024-MIIT-ECE-007,kaunghtet1.ece2024.007@gmail.com,09768000427,ECE,2024 Batch,3rd Year,Active
Nandar Hlaing 1,2024-MIIT-ECE-008,nandarhlaing1.ece2024.008@gmail.com,09768000428,ECE,2024 Batch,3rd Year,Active
Min Thant 1,2024-MIIT-ECE-009,minthant1.ece2024.009@gmail.com,09768000429,ECE,2024 Batch,3rd Year,Active
May Zin Win 1,2024-MIIT-ECE-010,mayzinwin1.ece2024.010@gmail.com,09768000430,ECE,2024 Batch,3rd Year,Active
Aung Min Khant 2,2024-MIIT-ECE-011,aungminkhant2.ece2024.011@gmail.com,09768000431,ECE,2024 Batch,3rd Year,Active
Thiri Mon 2,2024-MIIT-ECE-012,thirimon2.ece2024.012@gmail.com,09768000432,ECE,2024 Batch,3rd Year,Active
Kyaw Zin Oo 2,2024-MIIT-ECE-013,kyawzinoo2.ece2024.013@gmail.com,09768000433,ECE,2024 Batch,3rd Year,Active
Su Myat Noe 2,2024-MIIT-ECE-014,sumyatnoe2.ece2024.014@gmail.com,09768000434,ECE,2024 Batch,3rd Year,Active
Htet Aung 2,2024-MIIT-ECE-015,htetaung2.ece2024.015@gmail.com,09768000435,ECE,2024 Batch,3rd Year,Active
Yoon Myat Thu 2,2024-MIIT-ECE-016,yoonmyatthu2.ece2024.016@gmail.com,09768000436,ECE,2024 Batch,3rd Year,Active
Kaung Htet 2,2024-MIIT-ECE-017,kaunghtet2.ece2024.017@gmail.com,09768000437,ECE,2024 Batch,3rd Year,Active
Nandar Hlaing 2,2024-MIIT-ECE-018,nandarhlaing2.ece2024.018@gmail.com,09768000438,ECE,2024 Batch,3rd Year,Active
Min Thant 2,2024-MIIT-ECE-019,minthant2.ece2024.019@gmail.com,09768000439,ECE,2024 Batch,3rd Year,Active
May Zin Win 2,2024-MIIT-ECE-020,mayzinwin2.ece2024.020@gmail.com,09768000440,ECE,2024 Batch,3rd Year,Active
Aung Min Khant 3,2024-MIIT-ECE-021,aungminkhant3.ece2024.021@gmail.com,09768000441,ECE,2024 Batch,3rd Year,Active
Thiri Mon 3,2024-MIIT-ECE-022,thirimon3.ece2024.022@gmail.com,09768000442,ECE,2024 Batch,3rd Year,Active
Kyaw Zin Oo 3,2024-MIIT-ECE-023,kyawzinoo3.ece2024.023@gmail.com,09768000443,ECE,2024 Batch,3rd Year,Active
Su Myat Noe 3,2024-MIIT-ECE-024,sumyatnoe3.ece2024.024@gmail.com,09768000444,ECE,2024 Batch,3rd Year,Active
Htet Aung 3,2024-MIIT-ECE-025,htetaung3.ece2024.025@gmail.com,09768000445,ECE,2024 Batch,3rd Year,Active
Yoon Myat Thu 3,2024-MIIT-ECE-026,yoonmyatthu3.ece2024.026@gmail.com,09768000446,ECE,2024 Batch,3rd Year,Active
Kaung Htet 3,2024-MIIT-ECE-027,kaunghtet3.ece2024.027@gmail.com,09768000447,ECE,2024 Batch,3rd Year,Active
Nandar Hlaing 3,2024-MIIT-ECE-028,nandarhlaing3.ece2024.028@gmail.com,09768000448,ECE,2024 Batch,3rd Year,Active
Min Thant 3,2024-MIIT-ECE-029,minthant3.ece2024.029@gmail.com,09768000449,ECE,2024 Batch,3rd Year,Active
May Zin Win 3,2024-MIIT-ECE-030,mayzinwin3.ece2024.030@gmail.com,09768000450,ECE,2024 Batch,3rd Year,Active
Aung Min Khant 4,2024-MIIT-ECE-031,aungminkhant4.ece2024.031@gmail.com,09768000451,ECE,2024 Batch,3rd Year,Active
Thiri Mon 4,2024-MIIT-ECE-032,thirimon4.ece2024.032@gmail.com,09768000452,ECE,2024 Batch,3rd Year,Active
Kyaw Zin Oo 4,2024-MIIT-ECE-033,kyawzinoo4.ece2024.033@gmail.com,09768000453,ECE,2024 Batch,3rd Year,Active
Su Myat Noe 4,2024-MIIT-ECE-034,sumyatnoe4.ece2024.034@gmail.com,09768000454,ECE,2024 Batch,3rd Year,Active
Htet Aung 4,2024-MIIT-ECE-035,htetaung4.ece2024.035@gmail.com,09768000455,ECE,2024 Batch,3rd Year,Active
Yoon Myat Thu 4,2024-MIIT-ECE-036,yoonmyatthu4.ece2024.036@gmail.com,09768000456,ECE,2024 Batch,3rd Year,Active
Kaung Htet 4,2024-MIIT-ECE-037,kaunghtet4.ece2024.037@gmail.com,09768000457,ECE,2024 Batch,3rd Year,Active
Nandar Hlaing 4,2024-MIIT-ECE-038,nandarhlaing4.ece2024.038@gmail.com,09768000458,ECE,2024 Batch,3rd Year,Active
Min Thant 4,2024-MIIT-ECE-039,minthant4.ece2024.039@gmail.com,09768000459,ECE,2024 Batch,3rd Year,Active
May Zin Win 4,2024-MIIT-ECE-040,mayzinwin4.ece2024.040@gmail.com,09768000460,ECE,2024 Batch,3rd Year,Active
Aung Min Khant 5,2024-MIIT-ECE-041,aungminkhant5.ece2024.041@gmail.com,09768000461,ECE,2024 Batch,3rd Year,Active
Thiri Mon 5,2024-MIIT-ECE-042,thirimon5.ece2024.042@gmail.com,09768000462,ECE,2024 Batch,3rd Year,Active
Kyaw Zin Oo 5,2024-MIIT-ECE-043,kyawzinoo5.ece2024.043@gmail.com,09768000463,ECE,2024 Batch,3rd Year,Active
Su Myat Noe 5,2024-MIIT-ECE-044,sumyatnoe5.ece2024.044@gmail.com,09768000464,ECE,2024 Batch,3rd Year,Active
Htet Aung 5,2024-MIIT-ECE-045,htetaung5.ece2024.045@gmail.com,09768000465,ECE,2024 Batch,3rd Year,Active
Yoon Myat Thu 5,2024-MIIT-ECE-046,yoonmyatthu5.ece2024.046@gmail.com,09768000466,ECE,2024 Batch,3rd Year,Active
Kaung Htet 5,2024-MIIT-ECE-047,kaunghtet5.ece2024.047@gmail.com,09768000467,ECE,2024 Batch,3rd Year,Active
Nandar Hlaing 5,2024-MIIT-ECE-048,nandarhlaing5.ece2024.048@gmail.com,09768000468,ECE,2024 Batch,3rd Year,Active
Min Thant 5,2024-MIIT-ECE-049,minthant5.ece2024.049@gmail.com,09768000469,ECE,2024 Batch,3rd Year,Active
May Zin Win 5,2024-MIIT-ECE-050,mayzinwin5.ece2024.050@gmail.com,09768000470,ECE,2024 Batch,3rd Year,Active
Aung Min Khant 6,2024-MIIT-ECE-051,aungminkhant6.ece2024.051@gmail.com,09768000471,ECE,2024 Batch,3rd Year,Active
Thiri Mon 6,2024-MIIT-ECE-052,thirimon6.ece2024.052@gmail.com,09768000472,ECE,2024 Batch,3rd Year,Active
Kyaw Zin Oo 6,2024-MIIT-ECE-053,kyawzinoo6.ece2024.053@gmail.com,09768000473,ECE,2024 Batch,3rd Year,Active
Su Myat Noe 6,2024-MIIT-ECE-054,sumyatnoe6.ece2024.054@gmail.com,09768000474,ECE,2024 Batch,3rd Year,Active
Htet Aung 6,2024-MIIT-ECE-055,htetaung6.ece2024.055@gmail.com,09768000475,ECE,2024 Batch,3rd Year,Active
Yoon Myat Thu 6,2024-MIIT-ECE-056,yoonmyatthu6.ece2024.056@gmail.com,09768000476,ECE,2024 Batch,3rd Year,Active
Kaung Htet 6,2024-MIIT-ECE-057,kaunghtet6.ece2024.057@gmail.com,09768000477,ECE,2024 Batch,3rd Year,Active
Nandar Hlaing 6,2024-MIIT-ECE-058,nandarhlaing6.ece2024.058@gmail.com,09768000478,ECE,2024 Batch,3rd Year,Active
Min Thant 6,2024-MIIT-ECE-059,minthant6.ece2024.059@gmail.com,09768000479,ECE,2024 Batch,3rd Year,Active
May Zin Win 6,2024-MIIT-ECE-060,mayzinwin6.ece2024.060@gmail.com,09768000480,ECE,2024 Batch,3rd Year,Active
Aung Min Khant 1,2025-MIIT-CSE-001,aungminkhant1.cse2025.001@gmail.com,09768000481,CSE,2025 Batch,3rd Year,Active
Thiri Mon 1,2025-MIIT-CSE-002,thirimon1.cse2025.002@gmail.com,09768000482,CSE,2025 Batch,3rd Year,Active
Kyaw Zin Oo 1,2025-MIIT-CSE-003,kyawzinoo1.cse2025.003@gmail.com,09768000483,CSE,2025 Batch,3rd Year,Active
Su Myat Noe 1,2025-MIIT-CSE-004,sumyatnoe1.cse2025.004@gmail.com,09768000484,CSE,2025 Batch,3rd Year,Active
Htet Aung 1,2025-MIIT-CSE-005,htetaung1.cse2025.005@gmail.com,09768000485,CSE,2025 Batch,3rd Year,Active
Yoon Myat Thu 1,2025-MIIT-CSE-006,yoonmyatthu1.cse2025.006@gmail.com,09768000486,CSE,2025 Batch,3rd Year,Active
Kaung Htet 1,2025-MIIT-CSE-007,kaunghtet1.cse2025.007@gmail.com,09768000487,CSE,2025 Batch,3rd Year,Active
Nandar Hlaing 1,2025-MIIT-CSE-008,nandarhlaing1.cse2025.008@gmail.com,09768000488,CSE,2025 Batch,3rd Year,Active
Min Thant 1,2025-MIIT-CSE-009,minthant1.cse2025.009@gmail.com,09768000489,CSE,2025 Batch,3rd Year,Active
May Zin Win 1,2025-MIIT-CSE-010,mayzinwin1.cse2025.010@gmail.com,09768000490,CSE,2025 Batch,3rd Year,Active
Aung Min Khant 2,2025-MIIT-CSE-011,aungminkhant2.cse2025.011@gmail.com,09768000491,CSE,2025 Batch,3rd Year,Active
Thiri Mon 2,2025-MIIT-CSE-012,thirimon2.cse2025.012@gmail.com,09768000492,CSE,2025 Batch,3rd Year,Active
Kyaw Zin Oo 2,2025-MIIT-CSE-013,kyawzinoo2.cse2025.013@gmail.com,09768000493,CSE,2025 Batch,3rd Year,Active
Su Myat Noe 2,2025-MIIT-CSE-014,sumyatnoe2.cse2025.014@gmail.com,09768000494,CSE,2025 Batch,3rd Year,Active
Htet Aung 2,2025-MIIT-CSE-015,htetaung2.cse2025.015@gmail.com,09768000495,CSE,2025 Batch,3rd Year,Active
Yoon Myat Thu 2,2025-MIIT-CSE-016,yoonmyatthu2.cse2025.016@gmail.com,09768000496,CSE,2025 Batch,3rd Year,Active
Kaung Htet 2,2025-MIIT-CSE-017,kaunghtet2.cse2025.017@gmail.com,09768000497,CSE,2025 Batch,3rd Year,Active
Nandar Hlaing 2,2025-MIIT-CSE-018,nandarhlaing2.cse2025.018@gmail.com,09768000498,CSE,2025 Batch,3rd Year,Active
Min Thant 2,2025-MIIT-CSE-019,minthant2.cse2025.019@gmail.com,09768000499,CSE,2025 Batch,3rd Year,Active
May Zin Win 2,2025-MIIT-CSE-020,mayzinwin2.cse2025.020@gmail.com,09768000500,CSE,2025 Batch,3rd Year,Active
Aung Min Khant 3,2025-MIIT-CSE-021,aungminkhant3.cse2025.021@gmail.com,09768000501,CSE,2025 Batch,3rd Year,Active
Thiri Mon 3,2025-MIIT-CSE-022,thirimon3.cse2025.022@gmail.com,09768000502,CSE,2025 Batch,3rd Year,Active
Kyaw Zin Oo 3,2025-MIIT-CSE-023,kyawzinoo3.cse2025.023@gmail.com,09768000503,CSE,2025 Batch,3rd Year,Active
Su Myat Noe 3,2025-MIIT-CSE-024,sumyatnoe3.cse2025.024@gmail.com,09768000504,CSE,2025 Batch,3rd Year,Active
Htet Aung 3,2025-MIIT-CSE-025,htetaung3.cse2025.025@gmail.com,09768000505,CSE,2025 Batch,3rd Year,Active
Yoon Myat Thu 3,2025-MIIT-CSE-026,yoonmyatthu3.cse2025.026@gmail.com,09768000506,CSE,2025 Batch,3rd Year,Active
Kaung Htet 3,2025-MIIT-CSE-027,kaunghtet3.cse2025.027@gmail.com,09768000507,CSE,2025 Batch,3rd Year,Active
Nandar Hlaing 3,2025-MIIT-CSE-028,nandarhlaing3.cse2025.028@gmail.com,09768000508,CSE,2025 Batch,3rd Year,Active
Min Thant 3,2025-MIIT-CSE-029,minthant3.cse2025.029@gmail.com,09768000509,CSE,2025 Batch,3rd Year,Active
May Zin Win 3,2025-MIIT-CSE-030,mayzinwin3.cse2025.030@gmail.com,09768000510,CSE,2025 Batch,3rd Year,Active
Aung Min Khant 4,2025-MIIT-CSE-031,aungminkhant4.cse2025.031@gmail.com,09768000511,CSE,2025 Batch,3rd Year,Active
Thiri Mon 4,2025-MIIT-CSE-032,thirimon4.cse2025.032@gmail.com,09768000512,CSE,2025 Batch,3rd Year,Active
Kyaw Zin Oo 4,2025-MIIT-CSE-033,kyawzinoo4.cse2025.033@gmail.com,09768000513,CSE,2025 Batch,3rd Year,Active
Su Myat Noe 4,2025-MIIT-CSE-034,sumyatnoe4.cse2025.034@gmail.com,09768000514,CSE,2025 Batch,3rd Year,Active
Htet Aung 4,2025-MIIT-CSE-035,htetaung4.cse2025.035@gmail.com,09768000515,CSE,2025 Batch,3rd Year,Active
Yoon Myat Thu 4,2025-MIIT-CSE-036,yoonmyatthu4.cse2025.036@gmail.com,09768000516,CSE,2025 Batch,3rd Year,Active
Kaung Htet 4,2025-MIIT-CSE-037,kaunghtet4.cse2025.037@gmail.com,09768000517,CSE,2025 Batch,3rd Year,Active
Nandar Hlaing 4,2025-MIIT-CSE-038,nandarhlaing4.cse2025.038@gmail.com,09768000518,CSE,2025 Batch,3rd Year,Active
Min Thant 4,2025-MIIT-CSE-039,minthant4.cse2025.039@gmail.com,09768000519,CSE,2025 Batch,3rd Year,Active
May Zin Win 4,2025-MIIT-CSE-040,mayzinwin4.cse2025.040@gmail.com,09768000520,CSE,2025 Batch,3rd Year,Active
Aung Min Khant 5,2025-MIIT-CSE-041,aungminkhant5.cse2025.041@gmail.com,09768000521,CSE,2025 Batch,3rd Year,Active
Thiri Mon 5,2025-MIIT-CSE-042,thirimon5.cse2025.042@gmail.com,09768000522,CSE,2025 Batch,3rd Year,Active
Kyaw Zin Oo 5,2025-MIIT-CSE-043,kyawzinoo5.cse2025.043@gmail.com,09768000523,CSE,2025 Batch,3rd Year,Active
Su Myat Noe 5,2025-MIIT-CSE-044,sumyatnoe5.cse2025.044@gmail.com,09768000524,CSE,2025 Batch,3rd Year,Active
Htet Aung 5,2025-MIIT-CSE-045,htetaung5.cse2025.045@gmail.com,09768000525,CSE,2025 Batch,3rd Year,Active
Yoon Myat Thu 5,2025-MIIT-CSE-046,yoonmyatthu5.cse2025.046@gmail.com,09768000526,CSE,2025 Batch,3rd Year,Active
Kaung Htet 5,2025-MIIT-CSE-047,kaunghtet5.cse2025.047@gmail.com,09768000527,CSE,2025 Batch,3rd Year,Active
Nandar Hlaing 5,2025-MIIT-CSE-048,nandarhlaing5.cse2025.048@gmail.com,09768000528,CSE,2025 Batch,3rd Year,Active
Min Thant 5,2025-MIIT-CSE-049,minthant5.cse2025.049@gmail.com,09768000529,CSE,2025 Batch,3rd Year,Active
May Zin Win 5,2025-MIIT-CSE-050,mayzinwin5.cse2025.050@gmail.com,09768000530,CSE,2025 Batch,3rd Year,Active
Aung Min Khant 6,2025-MIIT-CSE-051,aungminkhant6.cse2025.051@gmail.com,09768000531,CSE,2025 Batch,3rd Year,Active
Thiri Mon 6,2025-MIIT-CSE-052,thirimon6.cse2025.052@gmail.com,09768000532,CSE,2025 Batch,3rd Year,Active
Kyaw Zin Oo 6,2025-MIIT-CSE-053,kyawzinoo6.cse2025.053@gmail.com,09768000533,CSE,2025 Batch,3rd Year,Active
Su Myat Noe 6,2025-MIIT-CSE-054,sumyatnoe6.cse2025.054@gmail.com,09768000534,CSE,2025 Batch,3rd Year,Active
Htet Aung 6,2025-MIIT-CSE-055,htetaung6.cse2025.055@gmail.com,09768000535,CSE,2025 Batch,3rd Year,Active
Yoon Myat Thu 6,2025-MIIT-CSE-056,yoonmyatthu6.cse2025.056@gmail.com,09768000536,CSE,2025 Batch,3rd Year,Active
Kaung Htet 6,2025-MIIT-CSE-057,kaunghtet6.cse2025.057@gmail.com,09768000537,CSE,2025 Batch,3rd Year,Active
Nandar Hlaing 6,2025-MIIT-CSE-058,nandarhlaing6.cse2025.058@gmail.com,09768000538,CSE,2025 Batch,3rd Year,Active
Min Thant 6,2025-MIIT-CSE-059,minthant6.cse2025.059@gmail.com,09768000539,CSE,2025 Batch,3rd Year,Active
May Zin Win 6,2025-MIIT-CSE-060,mayzinwin6.cse2025.060@gmail.com,09768000540,CSE,2025 Batch,3rd Year,Active
Aung Min Khant 1,2025-MIIT-ECE-001,aungminkhant1.ece2025.001@gmail.com,09768000541,ECE,2025 Batch,3rd Year,Active
Thiri Mon 1,2025-MIIT-ECE-002,thirimon1.ece2025.002@gmail.com,09768000542,ECE,2025 Batch,3rd Year,Active
Kyaw Zin Oo 1,2025-MIIT-ECE-003,kyawzinoo1.ece2025.003@gmail.com,09768000543,ECE,2025 Batch,3rd Year,Active
Su Myat Noe 1,2025-MIIT-ECE-004,sumyatnoe1.ece2025.004@gmail.com,09768000544,ECE,2025 Batch,3rd Year,Active
Htet Aung 1,2025-MIIT-ECE-005,htetaung1.ece2025.005@gmail.com,09768000545,ECE,2025 Batch,3rd Year,Active
Yoon Myat Thu 1,2025-MIIT-ECE-006,yoonmyatthu1.ece2025.006@gmail.com,09768000546,ECE,2025 Batch,3rd Year,Active
Kaung Htet 1,2025-MIIT-ECE-007,kaunghtet1.ece2025.007@gmail.com,09768000547,ECE,2025 Batch,3rd Year,Active
Nandar Hlaing 1,2025-MIIT-ECE-008,nandarhlaing1.ece2025.008@gmail.com,09768000548,ECE,2025 Batch,3rd Year,Active
Min Thant 1,2025-MIIT-ECE-009,minthant1.ece2025.009@gmail.com,09768000549,ECE,2025 Batch,3rd Year,Active
May Zin Win 1,2025-MIIT-ECE-010,mayzinwin1.ece2025.010@gmail.com,09768000550,ECE,2025 Batch,3rd Year,Active
Aung Min Khant 2,2025-MIIT-ECE-011,aungminkhant2.ece2025.011@gmail.com,09768000551,ECE,2025 Batch,3rd Year,Active
Thiri Mon 2,2025-MIIT-ECE-012,thirimon2.ece2025.012@gmail.com,09768000552,ECE,2025 Batch,3rd Year,Active
Kyaw Zin Oo 2,2025-MIIT-ECE-013,kyawzinoo2.ece2025.013@gmail.com,09768000553,ECE,2025 Batch,3rd Year,Active
Su Myat Noe 2,2025-MIIT-ECE-014,sumyatnoe2.ece2025.014@gmail.com,09768000554,ECE,2025 Batch,3rd Year,Active
Htet Aung 2,2025-MIIT-ECE-015,htetaung2.ece2025.015@gmail.com,09768000555,ECE,2025 Batch,3rd Year,Active
Yoon Myat Thu 2,2025-MIIT-ECE-016,yoonmyatthu2.ece2025.016@gmail.com,09768000556,ECE,2025 Batch,3rd Year,Active
Kaung Htet 2,2025-MIIT-ECE-017,kaunghtet2.ece2025.017@gmail.com,09768000557,ECE,2025 Batch,3rd Year,Active
Nandar Hlaing 2,2025-MIIT-ECE-018,nandarhlaing2.ece2025.018@gmail.com,09768000558,ECE,2025 Batch,3rd Year,Active
Min Thant 2,2025-MIIT-ECE-019,minthant2.ece2025.019@gmail.com,09768000559,ECE,2025 Batch,3rd Year,Active
May Zin Win 2,2025-MIIT-ECE-020,mayzinwin2.ece2025.020@gmail.com,09768000560,ECE,2025 Batch,3rd Year,Active
Aung Min Khant 3,2025-MIIT-ECE-021,aungminkhant3.ece2025.021@gmail.com,09768000561,ECE,2025 Batch,3rd Year,Active
Thiri Mon 3,2025-MIIT-ECE-022,thirimon3.ece2025.022@gmail.com,09768000562,ECE,2025 Batch,3rd Year,Active
Kyaw Zin Oo 3,2025-MIIT-ECE-023,kyawzinoo3.ece2025.023@gmail.com,09768000563,ECE,2025 Batch,3rd Year,Active
Su Myat Noe 3,2025-MIIT-ECE-024,sumyatnoe3.ece2025.024@gmail.com,09768000564,ECE,2025 Batch,3rd Year,Active
Htet Aung 3,2025-MIIT-ECE-025,htetaung3.ece2025.025@gmail.com,09768000565,ECE,2025 Batch,3rd Year,Active
Yoon Myat Thu 3,2025-MIIT-ECE-026,yoonmyatthu3.ece2025.026@gmail.com,09768000566,ECE,2025 Batch,3rd Year,Active
Kaung Htet 3,2025-MIIT-ECE-027,kaunghtet3.ece2025.027@gmail.com,09768000567,ECE,2025 Batch,3rd Year,Active
Nandar Hlaing 3,2025-MIIT-ECE-028,nandarhlaing3.ece2025.028@gmail.com,09768000568,ECE,2025 Batch,3rd Year,Active
Min Thant 3,2025-MIIT-ECE-029,minthant3.ece2025.029@gmail.com,09768000569,ECE,2025 Batch,3rd Year,Active
May Zin Win 3,2025-MIIT-ECE-030,mayzinwin3.ece2025.030@gmail.com,09768000570,ECE,2025 Batch,3rd Year,Active
Aung Min Khant 4,2025-MIIT-ECE-031,aungminkhant4.ece2025.031@gmail.com,09768000571,ECE,2025 Batch,3rd Year,Active
Thiri Mon 4,2025-MIIT-ECE-032,thirimon4.ece2025.032@gmail.com,09768000572,ECE,2025 Batch,3rd Year,Active
Kyaw Zin Oo 4,2025-MIIT-ECE-033,kyawzinoo4.ece2025.033@gmail.com,09768000573,ECE,2025 Batch,3rd Year,Active
Su Myat Noe 4,2025-MIIT-ECE-034,sumyatnoe4.ece2025.034@gmail.com,09768000574,ECE,2025 Batch,3rd Year,Active
Htet Aung 4,2025-MIIT-ECE-035,htetaung4.ece2025.035@gmail.com,09768000575,ECE,2025 Batch,3rd Year,Active
Yoon Myat Thu 4,2025-MIIT-ECE-036,yoonmyatthu4.ece2025.036@gmail.com,09768000576,ECE,2025 Batch,3rd Year,Active
Kaung Htet 4,2025-MIIT-ECE-037,kaunghtet4.ece2025.037@gmail.com,09768000577,ECE,2025 Batch,3rd Year,Active
Nandar Hlaing 4,2025-MIIT-ECE-038,nandarhlaing4.ece2025.038@gmail.com,09768000578,ECE,2025 Batch,3rd Year,Active
Min Thant 4,2025-MIIT-ECE-039,minthant4.ece2025.039@gmail.com,09768000579,ECE,2025 Batch,3rd Year,Active
May Zin Win 4,2025-MIIT-ECE-040,mayzinwin4.ece2025.040@gmail.com,09768000580,ECE,2025 Batch,3rd Year,Active
Aung Min Khant 5,2025-MIIT-ECE-041,aungminkhant5.ece2025.041@gmail.com,09768000581,ECE,2025 Batch,3rd Year,Active
Thiri Mon 5,2025-MIIT-ECE-042,thirimon5.ece2025.042@gmail.com,09768000582,ECE,2025 Batch,3rd Year,Active
Kyaw Zin Oo 5,2025-MIIT-ECE-043,kyawzinoo5.ece2025.043@gmail.com,09768000583,ECE,2025 Batch,3rd Year,Active
Su Myat Noe 5,2025-MIIT-ECE-044,sumyatnoe5.ece2025.044@gmail.com,09768000584,ECE,2025 Batch,3rd Year,Active
Htet Aung 5,2025-MIIT-ECE-045,htetaung5.ece2025.045@gmail.com,09768000585,ECE,2025 Batch,3rd Year,Active
Yoon Myat Thu 5,2025-MIIT-ECE-046,yoonmyatthu5.ece2025.046@gmail.com,09768000586,ECE,2025 Batch,3rd Year,Active
Kaung Htet 5,2025-MIIT-ECE-047,kaunghtet5.ece2025.047@gmail.com,09768000587,ECE,2025 Batch,3rd Year,Active
Nandar Hlaing 5,2025-MIIT-ECE-048,nandarhlaing5.ece2025.048@gmail.com,09768000588,ECE,2025 Batch,3rd Year,Active
Min Thant 5,2025-MIIT-ECE-049,minthant5.ece2025.049@gmail.com,09768000589,ECE,2025 Batch,3rd Year,Active
May Zin Win 5,2025-MIIT-ECE-050,mayzinwin5.ece2025.050@gmail.com,09768000590,ECE,2025 Batch,3rd Year,Active
Aung Min Khant 6,2025-MIIT-ECE-051,aungminkhant6.ece2025.051@gmail.com,09768000591,ECE,2025 Batch,3rd Year,Active
Thiri Mon 6,2025-MIIT-ECE-052,thirimon6.ece2025.052@gmail.com,09768000592,ECE,2025 Batch,3rd Year,Active
Kyaw Zin Oo 6,2025-MIIT-ECE-053,kyawzinoo6.ece2025.053@gmail.com,09768000593,ECE,2025 Batch,3rd Year,Active
